Date,OCCUPATION,GEO,JOB VACANCIES
2023-01,"Contractors and supervisors, heavy equipment operator crews [7302]",Canada,805
2023-01,"Supervisors, printing and related occupations [7303]",Canada,0
2023-01,"Supervisors, railway transport operations [7304]",Canada,0
2023-01,"Supervisors, motor transport and other ground transit operators [7305]",Canada,0
2023-01,Machinery and transportation equipment mechanics (except motor vehicles) [731],Canada,12375
2023-01,Construction millwrights and industrial mechanics [7311],Canada,4825
2023-01,Heavy-duty equipment mechanics [7312],Canada,4125
2023-01,"Heating, refrigeration and air conditioning mechanics [7313]",Canada,2385
2023-01,Railway carmen/women [7314],Canada,0
2023-01,Aircraft mechanics and aircraft inspectors [7315],Canada,815
2023-01,Machine fitters [7316],Canada,0
2023-01,Elevator constructors and mechanics [7318],Canada,0
2023-01,Automotive service technicians [732],Canada,10330
2023-01,"Automotive service technicians, truck and bus mechanics and mechanical repairers [7321]",Canada,8335
2023-01,Motor vehicle body repairers [7322],Canada,2000
2023-01,Other mechanics and related repairers [733],Canada,1935
2023-01,Oil and solid fuel heating mechanics [7331],Canada,0
2023-01,Appliance servicers and repairers [7332],Canada,405
2023-01,Electrical mechanics [7333],Canada,1010
2023-01,"Motorcycle, all-terrain vehicle and other related mechanics [7334]",Canada,330
2023-01,Other small engine and small equipment repairers [7335],Canada,0
2023-01,Train crew operating occupations [736],Canada,0
2023-01,Railway and yard locomotive engineers [7361],Canada,0
2023-01,Railway conductors and brakemen/women [7362],Canada,0
2023-01,"Crane operators, drillers and blasters [737]",Canada,945
2023-01,Crane operators [7371],Canada,660
2023-01,"Drillers and blasters - surface mining, quarrying and construction [7372]",Canada,250
2023-01,Water well drillers [7373],Canada,0
2023-01,"Printing press operators and other trades and related occupations, not elsewhere classified (n.e.c.) [738]",Canada,1110
2023-01,Printing press operators [7381],Canada,370
2023-01,"Other trades and related occupations, not elsewhere classified (n.e.c.) [7384]",Canada,740
2023-01,"Other installers, repairers and servicers and material handlers [74]",Canada,14900
2023-01,"Other installers, repairers and servicers [744]",Canada,4055
2023-01,Residential and commercial installers and servicers [7441],Canada,3235
2023-01,Waterworks and gas maintenance workers [7442],Canada,155
2023-01,Pest controllers and fumigators [7444],Canada,350
2023-01,Other repairers and servicers [7445],Canada,310
2023-01,Longshore workers and material handlers [745],Canada,10845
2023-01,Longshore workers [7451],Canada,0
2023-01,Material handlers [7452],Canada,10710
2023-01,Transport and heavy equipment operation and related maintenance occupations [75],Canada,38115
2023-01,Motor vehicle and transit drivers [751],Canada,30470
2023-01,Transport truck drivers [7511],Canada,23205
2023-01,"Bus drivers, subway operators and other transit operators [7512]",Canada,3655
2023-01,Taxi and limousine drivers and chauffeurs [7513],Canada,570
2023-01,Delivery and courier service drivers [7514],Canada,3040
2023-01,Heavy equipment operators [752],Canada,5320
2023-01,Heavy equipment operators (except crane) [7521],Canada,4390
2023-01,Public works maintenance equipment operators and related workers [7522],Canada,930
2023-01,Other transport equipment operators and related maintenance workers [753],Canada,2325
2023-01,Railway yard and track maintenance workers [7531],Canada,0
2023-01,Water transport deck and engine room crew [7532],Canada,100
2023-01,Boat and cable ferry operators and related occupations [7533],Canada,25
2023-01,Air transport ramp attendants [7534],Canada,365
2023-01,Other automotive mechanical installers and servicers [7535],Canada,1765
2023-01,"Trades helpers, construction labourers and related occupations [76]",Canada,17405
2023-01,Trades helpers and labourers [761],Canada,15075
2023-01,Construction trades helpers and labourers [7611],Canada,14055
2023-01,Other trades helpers and labourers [7612],Canada,1015
2023-01,"Public works and other labourers, not elsewhere classified (n.e.c.) [762]",Canada,2335
2023-01,Public works and maintenance labourers [7621],Canada,1395
2023-01,Railway and motor transport labourers [7622],Canada,940
2023-01,"Natural resources, agriculture and related production occupations [8]",Canada,17755
2023-01,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",Canada,2125
2023-01,"Supervisors, logging and forestry [821]",Canada,50
2023-01,"Supervisors, logging and forestry [8211]",Canada,50
2023-01,"Contractors and supervisors, mining, oil and gas [822]",Canada,365
2023-01,"Supervisors, mining and quarrying [8221]",Canada,180
2023-01,"Contractors and supervisors, oil and gas drilling and services [8222]",Canada,185
2023-01,"Underground miners, oil and gas drillers and related occupations [823]",Canada,680
2023-01,Underground production and development miners [8231],Canada,390
2023-01,"Oil and gas well drillers, servicers, testers and related workers [8232]",Canada,295
2023-01,Logging machinery operators [824],Canada,85
2023-01,Logging machinery operators [8241],Canada,85
2023-01,"Contractors and supervisors, agriculture, horticulture and related operations and services [825]",Canada,940
2023-01,"Agricultural service contractors, farm supervisors and specialized livestock workers [8252]",Canada,310
2023-01,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services [8255]",Canada,630
2023-01,Fishing vessel masters and fishermen/women [826],Canada,0
2023-01,Fishing masters and officers [8261],Canada,0
2023-01,Fishermen/women [8262],Canada,0
2023-01,"Workers in natural resources, agriculture and related production [84]",Canada,8145
2023-01,Mine service workers and operators in oil and gas drilling [841],Canada,375
2023-01,Underground mine service and support workers [8411],Canada,115
2023-01,Oil and gas well drilling and related workers and services operators [8412],Canada,265
2023-01,Logging and forestry workers [842],Canada,425
2023-01,Chain saw and skidder operators [8421],Canada,0
2023-01,Silviculture and forestry workers [8422],Canada,220
2023-01,Agriculture and horticulture workers [843],Canada,7280
2023-01,General farm workers [8431],Canada,5485
2023-01,Nursery and greenhouse workers [8432],Canada,1795
2023-01,Other workers in fishing and trapping and hunting occupations [844],Canada,0
2023-01,Fishing vessel deckhands [8441],Canada,0
2023-01,Trappers and hunters [8442],Canada,0
2023-01,"Harvesting, landscaping and natural resources labourers [86]",Canada,7485
2023-01,"Harvesting, landscaping and natural resources labourers [861]",Canada,7485
2023-01,Harvesting labourers [8611],Canada,505
2023-01,Landscaping and grounds maintenance labourers [8612],Canada,5510
2023-01,Aquaculture and marine harvest labourers [8613],Canada,0
2023-01,Mine labourers [8614],Canada,295
2023-01,"Oil and gas drilling, servicing and related labourers [8615]",Canada,740
2023-01,Logging and forestry labourers [8616],Canada,305
2023-01,Occupations in manufacturing and utilities [9],Canada,33040
2023-01,"Processing, manufacturing and utilities supervisors and central control operators [92]",Canada,2660
2023-01,"Supervisors, processing and manufacturing occupations [921]",Canada,950
2023-01,"Supervisors, mineral and metal processing [9211]",Canada,160
2023-01,"Supervisors, petroleum, gas and chemical processing and utilities [9212]",Canada,300
2023-01,"Supervisors, food and beverage processing [9213]",Canada,240
2023-01,"Supervisors, plastic and rubber products manufacturing [9214]",Canada,60
2023-01,"Supervisors, forest products processing [9215]",Canada,125
2023-01,"Supervisors, textile, fabric, fur and leather products processing and manufacturing [9217]",Canada,0
2023-01,"Supervisors, assembly and fabrication [922]",Canada,435
2023-01,"Supervisors, motor vehicle assembling [9221]",Canada,0
2023-01,"Supervisors, electronics manufacturing [9222]",Canada,25
2023-01,"Supervisors, electrical products manufacturing [9223]",Canada,0
2023-01,"Supervisors, furniture and fixtures manufacturing [9224]",Canada,0
2023-01,"Supervisors, other mechanical and metal products manufacturing [9226]",Canada,105
2023-01,"Supervisors, other products manufacturing and assembly [9227]",Canada,150
2023-01,Central control and process operators in processing and manufacturing [923],Canada,245
2023-01,"Central control and process operators, mineral and metal processing [9231]",Canada,45
2023-01,"Central control and process operators, petroleum, gas and chemical processing [9232]",Canada,195
2023-01,"Pulping, papermaking and coating control operators [9235]",Canada,0
2023-01,Utilities equipment operators and controllers [924],Canada,1030
2023-01,Power engineers and power systems operators [9241],Canada,650
2023-01,Water and waste treatment plant operators [9243],Canada,380
2023-01,Processing and manufacturing machine operators and related production workers [94],Canada,12115
2023-01,Machine operators and related workers in mineral and metal products processing and manufacturing [941],Canada,2985
2023-01,"Machine operators, mineral and metal processing [9411]",Canada,445
2023-01,Foundry workers [9412],Canada,265
2023-01,Glass forming and finishing machine operators and glass cutters [9413],Canada,70
2023-01,"Concrete, clay and stone forming operators [9414]",Canada,0
2023-01,"Inspectors and testers, mineral and metal processing [9415]",Canada,0
2023-01,Metalworking and forging machine operators [9416],Canada,935
2023-01,Machining tool operators [9417],Canada,755
2023-01,Other metal products machine operators [9418],Canada,180
2023-01,"Machine operators and related workers in chemical, plastic and rubber processing [942]",Canada,1640
